// General information: 
//  MT Manager version: 2021.0.0 
//  XDA version: 2021.0.0 build 5908 rev 109668 built on 2021-04-19
// Device information: 
//  DeviceId: 00B43DFD
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.3.5
//  Hardware Version: 1.1.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	StatusWord	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Quat_q0	Quat_q1	Quat_q2	Quat_q3
11487	2	4.585980	9.074778	-4.031422	0.427494	0.010665	1.116724	0.510429	0.479874	-0.662700	-0.264597
11488	2	4.661293	8.740307	-4.447438	0.910570	-0.080838	1.006941	0.510870	0.478107	-0.664303	-0.262920
11489	2	4.650447	8.550870	-4.289792	0.822089	-0.114029	0.791899	0.512065	0.476678	-0.665084	-0.261210
11490	2	4.449370	8.170448	-4.177589	0.861085	-0.049692	0.349064	0.513519	0.475369	-0.665562	-0.259519
11491	2	4.748361	8.239583	-4.046734	0.716115	-0.256470	0.494344	0.515155	0.474472	-0.665616	-0.257772
11492	2	4.572521	8.295863	-3.787959	0.479240	-0.064002	0.377695	0.517559	0.473467	-0.664916	-0.256609
11493	2	4.493559	7.777316	-3.545460	0.488987	-0.209602	-0.170822	0.520585	0.472229	-0.663318	-0.256904
11494	2	4.340762	7.460845	-3.451168	0.592089	-0.201671	-0.537720	0.524184	0.470908	-0.660708	-0.258732
11495	2	4.367482	6.063468	-3.979896	1.669974	-0.738852	-1.545619	0.528084	0.469776	-0.657052	-0.262147
11496	2	4.444293	6.283287	-3.883323	1.602173	-0.747464	-1.375551	0.531091	0.471173	-0.652713	-0.264393
11497	2	4.337455	7.256550	-3.439564	0.955961	-0.348264	-0.742656	0.534280	0.473572	-0.647373	-0.266800
11498	2	4.069055	7.549919	-2.995242	0.544720	-0.106481	-0.745135	0.538006	0.476193	-0.641113	-0.269749
11499	2	4.005575	7.367688	-3.003954	0.723190	-0.179376	-0.936052	0.541298	0.479398	-0.634615	-0.272833
11500	2	4.018549	8.620746	-2.441502	-0.098021	0.134291	0.005571	0.543800	0.483976	-0.628367	-0.274233
11501	2	4.000260	9.565333	-1.911899	-0.840572	0.345009	0.690982	0.545011	0.489398	-0.623842	-0.272532
11502	2	3.683336	10.973773	-0.833572	-2.354163	0.904679	1.515346	0.545172	0.494493	-0.622060	-0.267031
11503	2	3.369667	11.265684	-0.132385	-3.234460	1.148983	1.434741	0.544632	0.497395	-0.622899	-0.260713
11504	2	3.475096	10.612989	-0.334517	-2.931380	0.900766	0.930586	0.543863	0.497700	-0.625646	-0.255098
11505	2	3.820263	10.868876	-0.826886	-2.638147	0.879365	1.397820	0.542800	0.496583	-0.629589	-0.249783
11506	2	4.017941	12.350564	-1.196139	-2.934922	1.476309	2.809250	0.541502	0.495089	-0.634614	-0.242748
11507	2	4.045208	14.585476	-0.855921	-4.261152	2.459497	4.526557	0.540781	0.492320	-0.641223	-0.232402
11508	2	3.563932	13.654315	-0.672283	-4.401341	2.797283	3.316339	0.540188	0.486482	-0.651634	-0.216574
11509	2	2.919092	11.877010	-0.789766	-3.988794	3.048596	1.366191	0.537412	0.478146	-0.666490	-0.195846
11510	2	2.865483	11.336608	-1.095757	-3.877870	3.403765	0.735515	0.533552	0.466633	-0.683640	-0.173816
11511	2	2.677999	9.800305	-1.943358	-2.794087	3.506298	-0.493019	0.529243	0.451466	-0.702234	-0.151484
11512	2	3.079977	8.128161	-3.278336	-1.156805	3.112545	-1.138332	0.524927	0.433522	-0.721054	-0.128806
11513	2	3.792912	7.015356	-4.444535	0.047971	2.711582	-1.096617	0.521165	0.414413	-0.738809	-0.103972
11514	2	3.751359	6.454426	-4.768943	0.331119	2.971238	-1.475482	0.518958	0.394093	-0.754459	-0.078510
11515	2	3.795374	4.950959	-5.518845	1.492098	2.611772	-2.047073	0.517611	0.372612	-0.768388	-0.053096
11516	2	4.583963	3.882309	-6.716195	2.684361	2.166673	-1.489813	0.516543	0.350890	-0.780544	-0.028472
11517	2	5.497673	3.189288	-7.443187	3.239848	1.819486	-0.759135	0.516897	0.329357	-0.790136	-0.005076
11518	2	6.055733	2.553479	-6.997875	2.895551	1.361330	-0.762571	0.519222	0.308000	-0.797043	0.016325
11519	2	6.562515	2.547193	-6.729075	2.421362	1.496148	-0.500641	0.522022	0.287167	-0.802328	0.036036
11520	2	7.621003	1.826225	-7.392391	2.908395	1.175775	0.492524	0.524960	0.265630	-0.806706	0.055527
11521	2	8.609387	0.476214	-8.077488	3.709537	0.452667	1.394446	0.528423	0.244831	-0.809376	0.075744
11522	2	8.796856	-1.407456	-7.537807	4.005676	-0.877292	1.111640	0.533424	0.224770	-0.809748	0.096147
11523	2	8.568137	-3.329506	-5.765351	3.464533	-2.693178	0.110152	0.539817	0.207109	-0.808006	0.113271
11524	2	8.681259	-4.224974	-4.363258	2.680076	-3.688189	-0.249363	0.547823	0.192464	-0.804654	0.124016
11525	2	8.876740	-4.579515	-4.166227	2.663363	-3.852125	-0.056204	0.556721	0.179825	-0.800697	0.128875
11526	2	9.242891	-5.118220	-3.965163	2.701262	-4.297529	0.266074	0.566357	0.169970	-0.795875	0.130131
11527	2	8.772297	-4.305080	-3.794956	2.493558	-3.454687	-0.234936	0.576069	0.163285	-0.790319	0.129915
11528	2	8.779941	-3.191533	-3.185675	1.672621	-2.600249	-0.439312	0.585532	0.158287	-0.784590	0.128514
11529	2	8.397595	-3.266692	-2.207597	1.105872	-2.953251	-1.088161	0.595098	0.154160	-0.778507	0.126569
11530	2	8.278953	-2.140979	-1.010908	-0.204532	-2.317271	-1.522148	0.604488	0.150656	-0.772519	0.122930
11531	2	8.434143	-1.472579	-0.347220	-0.930173	-1.931745	-1.516613	0.613406	0.147521	-0.766763	0.118514
11532	2	8.536529	-0.380059	0.349258	-1.836926	-1.144637	-1.539086	0.620845	0.144633	-0.761741	0.115688
11533	2	8.746365	0.227563	0.187008	-1.828160	-0.490507	-1.268578	0.625914	0.141869	-0.758122	0.115569
11534	2	8.778824	0.758854	0.068930	-1.833454	0.108260	-1.194433	0.629357	0.138979	-0.755547	0.117230
11535	2	9.043959	1.673044	-0.206403	-1.896364	1.118837	-0.880374	0.631507	0.134730	-0.754342	0.118385
11536	2	9.950933	1.503277	-1.625575	-0.644622	1.488388	0.251689	0.633159	0.129315	-0.753705	0.119651
11537	2	10.423775	0.766285	-2.589474	0.465380	1.205982	0.877277	0.636082	0.123242	-0.752071	0.120835
11538	2	10.714165	0.089503	-3.470712	1.523475	0.960028	1.305016	0.638851	0.118194	-0.750245	0.122603
11539	2	11.281553	-0.199948	-3.727890	1.828974	0.866835	1.896828	0.641473	0.113071	-0.748514	0.124316
11540	2	11.308463	-1.291908	-3.447498	1.992844	-0.152360	1.910764	0.645421	0.108597	-0.745539	0.125737
11541	2	10.892862	-0.801423	-2.024065	0.689404	-0.074636	1.273810	0.651507	0.105236	-0.740986	0.124110
11542	2	10.346479	-1.270511	-0.493490	-0.368643	-0.971176	0.571227	0.658818	0.101749	-0.735575	0.120558
11543	2	9.802081	-1.997953	0.680443	-1.039995	-1.996899	-0.042093	0.665328	0.099297	-0.730347	0.118628
11544	2	9.290007	-1.299264	1.514285	-1.865470	-1.550999	-0.625813	0.669961	0.098251	-0.726200	0.118883
11545	2	8.871845	-0.646252	1.586038	-2.006241	-0.926245	-1.051441	0.673104	0.096894	-0.723589	0.118163
11546	2	8.902192	-0.322880	1.047021	-1.532375	-0.441218	-0.986223	0.675466	0.095434	-0.721885	0.116277
11547	2	8.927280	-0.592653	0.583930	-0.968793	-0.554521	-0.916490	0.677668	0.093343	-0.720432	0.114151
11548	2	8.618378	-1.576757	0.256523	-0.322057	-1.399390	-1.165935	0.679359	0.091759	-0.719209	0.113091
11549	2	8.324105	-1.997717	-0.142095	0.216794	-1.688423	-1.421978	0.680186	0.091204	-0.718528	0.112897
11550	2	8.686880	-0.861686	-0.735031	0.458255	-0.426252	-1.074669	0.680419	0.091411	-0.718399	0.112144
11551	2	9.195071	-0.310622	-0.746060	0.293486	0.105458	-0.587442	0.680688	0.091462	-0.718266	0.111324
11552	2	9.352824	-0.349977	-0.740385	0.296131	0.061612	-0.428952	0.680931	0.091114	-0.718182	0.110657
11553	2	9.178670	-0.941909	-0.530864	0.273524	-0.571524	-0.592301	0.681249	0.090876	-0.717971	0.110270
11554	2	9.010455	-0.501562	-0.412762	0.055496	-0.196975	-0.781170	0.681532	0.091423	-0.717839	0.108920
11555	2	9.517398	0.555367	-0.308948	-0.345842	0.769633	-0.311495	0.682242	0.091426	-0.717592	0.106062
11556	2	9.905200	0.424630	-0.329289	-0.290758	0.626683	0.082988	0.682906	0.091279	-0.717237	0.104306
11557	2	10.030792	0.449424	-0.173026	-0.439913	0.599187	0.202109	0.683258	0.091016	-0.717003	0.103834
11558	2	9.885957	-0.098790	-0.406412	-0.059688	0.134621	0.081017	0.683190	0.090286	-0.717181	0.103689
11559	2	9.806739	-0.345565	-0.277133	-0.118595	-0.134001	0.002419	0.683156	0.089752	-0.717332	0.103331
11560	2	9.583608	-0.527283	0.044268	-0.374807	-0.401731	-0.230222	0.683063	0.088738	-0.717800	0.101553
11561	2	9.674128	-1.187965	-0.206758	0.026392	-0.992319	-0.114374	0.683096	0.087676	-0.718313	0.098585
11562	2	9.669195	-1.050389	-0.283458	0.064087	-0.876887	-0.122291	0.683473	0.087708	-0.718394	0.095301
11563	2	9.808139	-0.293678	-0.365741	-0.044613	-0.170599	0.005068	0.683815	0.088238	-0.718398	0.092275
11564	2	9.885395	0.303815	-0.363362	-0.187880	0.366571	0.075467	0.684093	0.088936	-0.718269	0.090534
11565	2	9.830917	0.765351	-0.201331	-0.448664	0.748530	0.011345	0.684163	0.089108	-0.718328	0.089361
11566	2	9.970133	0.270537	-0.644841	0.092342	0.363192	0.174910	0.683834	0.088632	-0.718814	0.088439
11567	2	9.873157	-0.056588	-0.920637	0.433653	0.105060	0.093417	0.683532	0.088023	-0.719297	0.087448
11568	2	9.910440	-0.167186	-1.179658	0.703092	0.047953	0.144205	0.683510	0.087219	-0.719612	0.085823
11569	2	10.004746	-0.370193	-1.260656	0.834975	-0.149217	0.242247	0.684404	0.086679	-0.719060	0.083853
11570	2	9.987595	-0.030758	-0.819134	0.356926	0.057230	0.201960	0.685705	0.086671	-0.718006	0.082247
11571	2	10.028369	0.397302	-0.444305	-0.075242	0.372128	0.226199	0.686768	0.086644	-0.717094	0.081357
11572	2	10.138750	0.509036	-0.364345	-0.158193	0.458037	0.333803	0.687525	0.086051	-0.716502	0.080807
11573	2	10.038565	0.223058	-0.392789	-0.042055	0.191127	0.234128	0.688270	0.085264	-0.715945	0.080229
11574	2	10.020604	0.026971	-0.556947	0.182692	0.040063	0.221674	0.689122	0.084465	-0.715320	0.079336
11575	2	10.125086	-0.040983	-0.696539	0.357182	0.000632	0.330120	0.690350	0.083828	-0.714351	0.078058
11576	2	10.097652	-0.061887	-0.630530	0.335991	-0.039303	0.299157	0.691913	0.083511	-0.712966	0.077210
11577	2	9.975466	0.113850	-0.435621	0.151964	0.090804	0.171359	0.693417	0.082946	-0.711633	0.076622
11578	2	10.019367	-0.293611	-0.510016	0.352402	-0.284443	0.213718	0.694913	0.082368	-0.710261	0.076427
11579	2	9.833613	-0.238800	-0.734987	0.604270	-0.171844	0.031212	0.696464	0.082193	-0.708760	0.076433
11580	2	10.124492	-0.067618	-1.078133	0.941770	0.068290	0.325385	0.698096	0.082143	-0.707228	0.075786
11581	2	10.167147	0.015272	-1.855858	1.735772	0.306327	0.371038	0.700166	0.082250	-0.705305	0.074486
11582	2	10.626826	0.515484	-2.571299	2.389331	0.933040	0.828124	0.702392	0.083062	-0.703002	0.074392
11583	2	10.780957	1.140123	-2.865589	2.620845	1.608810	0.970759	0.705329	0.083452	-0.699974	0.074719
11584	2	11.309161	1.100608	-3.440312	3.299463	1.713655	1.462051	0.709129	0.083281	-0.696031	0.075775
11585	2	11.386553	0.637205	-3.195895	3.313504	1.252143	1.488769	0.714893	0.082475	-0.690092	0.076804
11586	2	10.866197	-0.121993	-2.297476	2.791641	0.371607	0.931192	0.722571	0.081865	-0.681984	0.078024
11587	2	9.989253	-0.461953	-1.688875	2.452395	-0.036157	0.027558	0.730514	0.081780	-0.673256	0.079917
11588	2	10.152604	-0.245696	-2.007414	2.947235	0.312791	0.105824	0.737782	0.081787	-0.664954	0.082616
11589	2	10.796625	-0.651232	-3.918654	5.164436	0.446377	0.457222	0.744478	0.081645	-0.656978	0.086406
11590	2	11.835152	-0.476081	-4.660424	6.220834	0.934493	1.252255	0.753551	0.082412	-0.645823	0.091004
11591	2	11.210496	-0.598214	-3.096649	5.022457	0.555841	0.678629	0.766781	0.084013	-0.629333	0.094487
11592	2	9.780419	-0.444581	-2.412417	4.505850	0.584673	-0.812316	0.782606	0.086086	-0.608860	0.096989
11593	2	8.912009	0.497600	-1.121220	3.303800	1.223531	-1.536471	0.799223	0.087528	-0.586275	0.099311
11594	2	8.651936	0.532676	0.175386	2.454563	1.002234	-1.558896	0.813906	0.086610	-0.565627	0.100601
11595	2	8.081364	-0.312978	1.230563	1.938049	-0.033767	-1.866166	0.829072	0.085109	-0.543316	0.101019
11596	2	6.714461	-0.407268	3.214525	0.107572	-0.643496	-2.387038	0.845414	0.084684	-0.517640	0.100759
11597	2	5.789840	-0.009446	3.986329	-0.632875	-0.467535	-2.828505	0.860832	0.085235	-0.491482	0.100742
11598	2	6.317466	0.916756	4.567016	-0.641837	0.388634	-2.000712	0.875219	0.086035	-0.464911	0.102209
11599	2	4.976381	1.323989	6.080614	-2.222179	0.346160	-2.169818	0.889163	0.085951	-0.437374	0.103472
11600	2	3.437948	1.717410	9.218885	-5.144799	-0.107118	-1.254260	0.902181	0.083971	-0.410571	0.102224
11601	2	1.422231	0.717770	12.699596	-8.195401	-1.965718	-0.182395	0.914456	0.079986	-0.384440	0.097869
11602	2	-0.521844	-0.326435	15.800206	-10.891291	-3.690648	1.037700	0.924732	0.077305	-0.361048	0.092402
11603	2	-1.132118	0.164840	17.856426	-12.328854	-3.522385	2.666148	0.931342	0.074805	-0.345301	0.088169
11604	2	-0.235648	1.009924	16.349460	-10.627498	-2.187670	2.461185	0.933350	0.073362	-0.340336	0.087446
11605	2	1.762867	0.381768	13.049904	-6.911374	-1.893143	1.241795	0.932338	0.071488	-0.343430	0.087698
11606	2	4.727132	0.000508	8.780254	-2.035038	-1.095239	-0.112374	0.930073	0.069942	-0.349839	0.087663
11607	2	6.594755	-0.143512	6.213173	0.893193	-0.544306	-0.811591	0.927832	0.069947	-0.355778	0.087504
11608	2	6.725278	0.187061	6.450828	0.670304	-0.270893	-0.519987	0.926322	0.070531	-0.359796	0.086600
11609	2	5.474505	0.400322	8.548469	-1.722607	-0.616264	0.180276	0.925422	0.070925	-0.362516	0.084532
11610	2	4.210706	0.453768	10.302981	-3.879084	-1.043029	0.577274	0.923961	0.071196	-0.366757	0.081951
11611	2	3.647797	1.208154	11.332108	-5.249875	-0.572903	0.924647	0.921127	0.071812	-0.374140	0.079922
11612	2	3.506391	1.867374	10.753760	-5.297723	0.161865	0.352267	0.916553	0.070319	-0.385790	0.078435
11613	2	4.334346	0.919589	9.482715	-3.936602	-0.442805	-0.124966	0.910482	0.068365	-0.400309	0.078110
11614	2	4.703514	0.634342	8.957024	-3.574556	-0.586502	-0.345799	0.903520	0.066862	-0.416041	0.078045
11615	2	5.547795	0.094855	7.426452	-2.122988	-0.771085	-0.822262	0.895744	0.065654	-0.432709	0.078074
11616	2	6.412467	-0.170315	6.745192	-1.349067	-0.853152	-0.642670	0.887873	0.065199	-0.448730	0.077929
11617	2	6.581611	-0.388408	6.506873	-1.340071	-1.039792	-0.706513	0.880202	0.064834	-0.463960	0.076036
11618	2	6.785042	-0.243407	5.794909	-0.985275	-0.794739	-0.977149	0.872492	0.064208	-0.479022	0.071919
11619	2	7.642679	-0.047053	4.994804	-0.211426	-0.457806	-0.696886	0.864326	0.063323	-0.494429	0.066858
11620	2	8.602803	0.301308	3.156230	1.444179	0.188507	-0.761179	0.855147	0.062737	-0.510646	0.063475
11621	2	10.161604	0.942021	1.036656	3.568694	1.187610	-0.270021	0.845639	0.061867	-0.526528	0.061931
11622	2	10.825490	0.519815	-0.324324	4.815159	0.981240	-0.147844	0.837664	0.061331	-0.539258	0.061311
11623	2	10.836973	0.403655	-0.220127	4.500685	0.815976	0.022203	0.832006	0.061393	-0.548036	0.060452
11624	2	10.857386	-0.387254	0.094336	4.194818	-0.060065	0.209291	0.828819	0.062360	-0.552936	0.058590
11625	2	10.451580	-0.453812	0.104056	3.963004	-0.201472	-0.132515	0.827485	0.064134	-0.554993	0.056024
11626	2	11.024543	-1.038873	-0.244261	4.548979	-0.788297	0.255284	0.826252	0.066407	-0.556862	0.052941
11627	2	11.170776	-0.830938	0.116513	4.220079	-0.740925	0.537731	0.826041	0.069095	-0.557241	0.048633
11628	2	12.139080	-1.500619	0.217030	4.642879	-1.562432	1.396894	0.828558	0.072545	-0.553635	0.041441
11629	2	11.343418	-2.708803	-0.927796	5.731952	-2.785698	-0.002448	0.836114	0.077874	-0.542183	0.029774
11630	2	10.839222	-4.316665	-1.327381	6.399696	-4.603741	-1.112372	0.847071	0.090261	-0.523548	0.014857
11631	2	9.369191	-3.476625	-0.836010	5.619412	-4.108640	-2.597874	0.860934	0.112251	-0.496177	-0.000237
11632	2	7.808078	-0.283916	0.486995	3.877237	-1.427930	-3.167478	0.877202	0.140375	-0.458841	-0.016604
11633	2	5.721591	2.684467	2.004583	1.749002	1.029039	-3.504140	0.893878	0.169634	-0.413518	-0.034782
11634	2	3.686238	5.671186	5.551772	-1.780715	2.828131	-1.730726	0.907054	0.198767	-0.367283	-0.053362
11635	2	1.736375	8.047860	11.236345	-6.323924	3.150846	2.186374	0.915732	0.216486	-0.330152	-0.074617
11636	2	4.624631	6.490544	6.993135	-0.549005	1.940102	0.594013	0.920684	0.229454	-0.301204	-0.094704
11637	2	6.073071	4.939609	0.512023	4.950846	2.137414	-4.116834	0.925051	0.243516	-0.269827	-0.110336
11638	2	5.013257	4.607826	-1.092602	5.235148	2.651973	-6.192205	0.928896	0.265461	-0.229335	-0.118692
11639	2	2.018629	7.258436	3.145533	1.187977	3.794892	-2.684654	0.930750	0.292086	-0.183134	-0.121869
11640	2	-0.540681	10.054628	8.299672	-2.240361	3.778447	2.469839	0.930938	0.314641	-0.138323	-0.123376
11641	2	-1.737207	10.829744	12.016712	-3.544638	2.047255	5.929625	0.930960	0.327711	-0.100924	-0.125435
11642	2	-1.365884	9.728869	10.612309	-2.113292	1.453676	4.417595	0.931274	0.333940	-0.071164	-0.127075
11643	2	-0.512946	9.535957	8.949601	-0.341070	1.842984	3.139403	0.931958	0.336415	-0.048098	-0.126356
11644	2	-0.943795	8.702874	8.206959	-0.375316	1.690646	2.060646	0.933067	0.337162	-0.029633	-0.121776
11645	2	-1.834473	6.956215	7.866635	-1.268863	0.762504	0.743910	0.934425	0.336566	-0.014538	-0.115590
11646	2	-2.368247	6.140782	8.093721	-1.754174	0.090361	0.470156	0.935544	0.335611	-0.001558	-0.110096
11647	2	-2.819364	5.334155	8.284806	-2.166087	-0.572482	0.188148	0.936518	0.333939	0.010027	-0.106384
11648	2	-3.084425	5.546285	8.788367	-2.215283	-0.680091	0.776816	0.937494	0.331534	0.019202	-0.104030
11649	262146	-2.892570	5.332232	8.374343	-1.912113	-0.607450	0.331420	0.938414	0.329269	0.025700	-0.101493
11650	2	-3.301233	5.784587	8.456709	-2.127068	-0.226521	0.737163	0.939260	0.327428	0.029979	-0.098399
11651	2	-3.451219	5.993413	8.588706	-2.187138	-0.096860	0.994934	0.940409	0.324846	0.031765	-0.095378
11652	2	-3.269845	5.687853	8.383622	-2.063906	-0.193355	0.629122	0.941580	0.322161	0.031991	-0.092822
11653	2	-3.095455	5.466116	8.667267	-1.944406	-0.519668	0.700677	0.942484	0.319980	0.031682	-0.091282
11654	2	-2.752702	5.703203	8.854830	-1.593761	-0.438462	0.947370	0.943683	0.316810	0.028963	-0.090856
11655	2	-0.957644	5.355788	7.404367	0.037039	-0.040010	-0.624530	0.945063	0.313388	0.024559	-0.089667
11656	2	0.035195	5.207956	6.662733	0.914631	0.190062	-1.407764	0.946126	0.311382	0.020937	-0.086301
11657	2	-0.277623	5.844124	7.827062	0.626244	0.094638	-0.061178	0.946905	0.310501	0.017880	-0.081488
11658	2	-0.669536	5.627316	8.421930	0.098345	-0.337789	0.332211	0.947790	0.309131	0.013415	-0.077156
11659	2	-0.676175	5.080175	7.963798	-0.089702	-0.467011	-0.354343	0.948636	0.307375	0.008369	-0.074429
11660	2	-0.645352	4.732251	7.519129	-0.192146	-0.451704	-0.918515	0.949278	0.305666	0.003507	-0.073664
11661	2	-0.645904	4.691293	7.762828	-0.282316	-0.592256	-0.743177	0.949557	0.304576	-0.000566	-0.074669
